"product_name","is_he","switch_type","layout","review"
"Giga Spectre Lite",True,"Brown",96,"{""username"": ""WiredFox41_b72a"", ""review_details"": ""Returning this immediately. Really miss having a dedicated numpad. The 96 layout is interesting. Several issues right out of the box. Spring ping is quite noticeable. I chose the Brown switches and I'm not impressed.""}"
"Stellar Forge Alpha",0,"Navy","TKL","{""username"": ""CasualDev714_9ba0"", ""review_details"": ""My new daily driver. Absolutely love this keyboard! Consistent keypresses across the board. The Navy switches are particularly good.""}"
"Arctic Shift Omega",0,"Clear",60,"{""username"": ""CasualFox230_515c"", ""review_details"": ""Standard layout makes finding keycaps easy. The 60 layout is interesting. Look elsewhere if you value quality. Not what I expected. Keycaps feel thin and collect fingerprints. Switches feel scratchy. I chose the Clear switches and I'm not impressed.""}"
"Quantum Byte Max",True,"Brown","80%","{""username"": ""GeekyNinja598_f9ed"", ""review_details"": ""Low actuation force is comfortable. The Brown switches are particularly good. The smoothness of these magnetic switches is unparalleled. Stabilizers rattle quite a bit, especially the spacebar. Took some time to get used to the layers. The 80% layout is interesting. Decent, but has its flaws. It's decent, but keep your expectations in check.""}"
"Hyper Raptor Pro",False,"Silent Red","60%","{""username"": ""AngryCoder455_ab28"", ""review_details"": ""Accidentally actuating keys too often. I chose the Silent Red switches and I'm not impressed. Noticeable case ping. Look elsewhere if you value quality. Took some time to get used to the layers. The 60% layout is interesting. Not what I expected.""}"
"Quantum Phantom Elite 762","","Navy",75,"{""username"": ""ProBear912_42f2"", ""review_details"": ""An average mechanical keyboard experience. The switches feel incredibly smooth. The Navy switches are particularly good. Perfect balance between size and functionality. The 75 layout is interesting. Three stars - average.""}"
"Giga Pulse Mini",False,"Blue","65%","{""username"": ""CleverCat284_bac1"", ""review_details"": ""Perfect tactility for typing. The Blue switches are particularly good. Really miss having a dedicated numpad. The 65% layout is interesting. Decent, but has its flaws.""}"
"Stealth Byte XT",1,"Silver",65,"{""username"": ""HappyCat817_1b01"", ""review_details"": ""Consistent keypresses across the board. The Silver switches are particularly good. The aluminum case feels very premium. Really miss having a dedicated numpad. The 65 layout is interesting. Highly recommend!""}"
"Lunar Blaze SE",False,"Orange","60%","{""username"": ""SleepyBear524_3e59"", ""review_details"": ""Might work for some, but not for me. Really miss having a dedicated numpad. The 60% layout is interesting. Decent, but has its flaws.""}"
"Quantum Striker Air",True,"Brown",96,"{""username"": ""SleepyBear276_a5ab"", ""review_details"": ""Too loud for an office environment. I chose the Brown switches and I'm not impressed. Took some time to get used to the layers. The 96 layout is interesting. Non-detachable cable is inconvenient. Not what I expected. Look elsewhere if you value quality.""}"
"Stealth Forge Elite 583","","Brown","100%","{""username"": ""WiredFox844_1121"", ""review_details"": ""Good entry-level option maybe. An average mechanical keyboard experience. Keycaps have a nice texture. Perfect balance between size and functionality. The 100% layout is interesting. Mushy feeling, lacks crispness. I chose the Brown switches and I'm not impressed.""}"
"Shadow Core SE",1,"White",80,"{""username"": ""ProBear818_bccc"", ""review_details"": ""Perfect balance between size and functionality. The 80 layout is interesting. Braided cable is a nice touch. Adjustable actuation points are incredibly useful. My new daily driver.""}"
"Nova Weaver SE",False,"Jade",65,"{""username"": ""SwiftGamer190_fb10"", ""review_details"": ""Stabilizers rattle quite a bit, especially the spacebar. Several issues right out of the box. Standard layout makes finding keycaps easy. The 65 layout is interesting. Mushy feeling, lacks crispness. I chose the Jade switches and I'm not impressed. Save your money.""}"
"Lunar Pulse SE","","Jade","75%","{""username"": ""AngryDev525_6d84"", ""review_details"": ""Solid build quality and performance. Consistent keypresses across the board. The Jade switches are particularly good. My new daily driver. Took some time to get used to the layers. The 75% layout is interesting. Keycaps have a nice texture.""}"
"Cyber Raptor Air",False,"Jade",96,"{""username"": ""HappyCoder70_071f"", ""review_details"": ""Solid build quality and performance. Definitely worth the money. The aluminum case feels very premium. The compact layout saves so much desk space. The 96 layout is interesting. Perfect tactility for typing. The Jade switches are particularly good.""}"
"Arctic Striker Omega",0,"Navy","60%","{""username"": ""SleepyCat90_200d"", ""review_details"": ""The switches feel incredibly smooth. The Navy switches are particularly good. Stabilizers are surprisingly good, minimal rattle. A joy to type on every day.""}"
"Hyper Phantom XT","","Blue",80,"{""username"": ""ProBear213_f793"", ""review_details"": ""Linear switches are great for gaming. The Blue switches are particularly good. Solid build quality and performance. Highly recommend! RGB lighting is vibrant and customizable. The compact layout saves so much desk space. The 80 layout is interesting.""}"
"Shadow Weaver Omega",0,"Silent Red","75%","{""username"": ""SleepyBear680_8dbb"", ""review_details"": ""Absolutely love this keyboard! Five stars! Satisfyingly clicky sound! The Silent Red switches are particularly good.""}"
"Nova Drift Elite",1,"Silent Red",65,"{""username"": ""CleverTypist14_5c93"", ""review_details"": ""An average mechanical keyboard experience. Linear switches are great for gaming. The Silent Red switches are particularly good. You get what you pay for.""}"
"Lunar Byte X",True,"Silent Black","75%","{""username"": ""SilentGamer245_cce2"", ""review_details"": ""Too loud for an office environment. I chose the Silent Black switches and I'm not impressed. Noticeable case ping. Having dedicated arrow keys is essential for me. The 75% layout is interesting. The Hall Effect switches are game-changing for competitive gaming. Very frustrating experience.""}"
"Quantum Drift Lite",False,"Silent Red","96%","{""username"": ""GeekyGamer513_4336"", ""review_details"": ""Five stars! The switches feel incredibly smooth. The Silent Red switches are particularly good. Standard layout makes finding keycaps easy. The 96% layout is interesting. A joy to type on every day.""}"
"Mech Spectre Max",False,"Blue","TKL","{""username"": ""AngryGamer983_abf9"", ""review_details"": ""Braided cable is a nice touch. The switches feel incredibly smooth. The Blue switches are particularly good. The compact layout saves so much desk space. The TKL layout is interesting. My new daily driver.""}"
"Stealth Core Elite 135",0,"Clear",65,"{""username"": ""WiredTypist713_2cb1"", ""review_details"": ""Satisfyingly clicky sound! The Clear switches are particularly good. Wouldn't hesitate to buy again. Stabilizers are surprisingly good, minimal rattle. Solid build quality and performance.""}"
"Mech Core Omega 720",False,"Yellow","75%","{""username"": ""WiredNinja522_1ac7"", ""review_details"": ""Non-detachable cable is inconvenient. Took some time to get used to the layers. The 75% layout is interesting. Good for the price, but not perfect. You get what you pay for. Consistent keypresses across the board. The Yellow switches are particularly good.""}"
"Stealth Pulse Air",False,"Clear","96%","{""username"": ""CleverWriter193_fc82"", ""review_details"": ""Really miss having a dedicated numpad. The 96% layout is interesting. Wouldn't hesitate to buy again. Keycaps have a nice texture. Linear switches are great for gaming. The Clear switches are particularly good.""}"
"Hyper Shift Elite","","Red",60,"{""username"": ""SilentGamer472_bcbc"", ""review_details"": ""Good entry-level option maybe. Decent, but has its flaws. Spring ping is quite noticeable. I chose the Red switches and I'm not impressed. Having dedicated arrow keys is essential for me. The 60 layout is interesting.""}"
"Stealth Phantom Omega","","Brown","TKL","{""username"": ""AngryGamer39_7054"", ""review_details"": ""Absolutely love this keyboard! Consistent keypresses across the board. The Brown switches are particularly good. Five stars! Heavy and sturdy, doesn't slide around.""}"
"Lunar Spectre Lite 414","","Red","75%","{""username"": ""SleepyCoder974_6608"", ""review_details"": ""Wouldn't hesitate to buy again. Exceeded my expectations! Consistent keypresses across the board. The Red switches are particularly good. Standard layout makes finding keycaps easy. The 75% layout is interesting.""}"
"Arctic Weaver SE 183",False,"Clear",96,"{""username"": ""SleepyCoder17_47a3"", ""review_details"": ""Wouldn't hesitate to buy again. Keycaps have a nice texture. Linear switches are great for gaming. The Clear switches are particularly good.""}"
"Shadow Spectre Pro",False,"Navy",100,"{""username"": ""SilentWriter54_8ae0"", ""review_details"": ""Had high hopes, but it fell short. Having dedicated arrow keys is essential for me. The 100 layout is interesting. Save your money. Accidentally actuating keys too often. I chose the Navy switches and I'm not impressed. Keycaps feel thin and collect fingerprints.""}"
"Nova Phantom X 376","","Navy","65%","{""username"": ""ProCoder633_903a"", ""review_details"": ""Heavy and sturdy, doesn't slide around. Linear switches are great for gaming. The Navy switches are particularly good. Finally found my endgame keyboard. Perfect balance between size and functionality. The 65% layout is interesting.""}"
"Arctic Drift Air",1,"Red",100,"{""username"": ""SwiftNinja127_0fba"", ""review_details"": ""Might work for some, but not for me. The Hall Effect switches are game-changing for competitive gaming. Heavy and sturdy, doesn't slide around. Using the Red switches takes some getting used to. Mixed feelings about this one. Took some time to get used to the layers. The 100 layout is interesting.""}"
"Nova Pulse Lite",True,"Blue",80,"{""username"": ""ProTypist800_aff8"", ""review_details"": ""Being able to customize the reset point is fantastic. Heavy and sturdy, doesn't slide around. Using the Blue switches takes some getting used to. You get what you pay for. An average mechanical keyboard experience.""}"
"Hyper Byte Pro 366",0,"Red","80%","{""username"": ""SwiftPanda452_c098"", ""review_details"": ""Spring ping is quite noticeable. I chose the Red switches and I'm not impressed. Very frustrating experience. The compact layout saves so much desk space. The 80% layout is interesting.""}"
